CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order
I-200-12283-753379,10/10/2012,10/16/2012,CA,88275.2,software engineer,45877
I-200-12291-338824,10/19/2012,10/25/2012,CA,88275.2,software engineer,45880
I-200-12297-596288,10/25/2012,10/31/2012,CA,88275.2,software engineer,45883
I-200-12312-454893,11/9/2012,11/16/2012,CA,88275.2,software engineer,45886
I-200-12331-833401,11/27/2012,12/3/2012,CA,88275.2,software engineer,45889
I-200-12286-940782,10/16/2012,12/10/2012,CA,88275.2,software engineer,45892
I-200-12339-892927,12/6/2012,12/12/2012,CA,88275.2,software engineer,45895
I-200-12346-567739,12/14/2012,12/20/2012,CA,88275.2,software engineer,45898
I-200-12346-748846,12/14/2012,12/20/2012,CA,88275.2,software engineer,45901
I-200-12346-265463,12/14/2012,12/20/2012,CA,88275.2,software engineer,45904
I-200-12347-912499,12/14/2012,12/20/2012,CA,88275.2,software engineer,45907
I-200-12346-424295,12/14/2012,12/20/2012,CA,88275.2,software engineer,45910
I-200-12346-366181,12/14/2012,12/20/2012,CA,88275.2,software engineer,45913
I-200-12353-952161,12/21/2012,12/28/2012,CA,88275.2,software engineer,45916
I-200-12353-136534,12/21/2012,12/28/2012,CA,88275.2,software engineer,45919
I-200-12355-118168,12/20/2012,12/28/2012,CA,88275.2,software engineer,45922
I-200-12353-941595,12/21/2012,12/28/2012,CA,88275.2,software engineer,45925
I-200-12354-411770,12/21/2012,12/28/2012,CA,88275.2,software engineer,45928
I-200-12353-311279,12/21/2012,12/28/2012,CA,88275.2,software engineer,45931
I-200-12361-905319,12/28/2012,1/4/2013,CA,88275.2,software engineer,45934
I-200-13003-066395,1/4/2013,1/10/2013,CA,88275.2,software engineer,45937
I-200-13002-419557,1/7/2013,1/11/2013,CA,88275.2,software engineer,45940
I-200-13002-662418,1/7/2013,1/11/2013,CA,88275.2,software engineer,45943
I-200-13011-243349,1/11/2013,1/17/2013,CA,88275.2,software engineer,45946
I-200-13014-995178,1/16/2013,1/23/2013,CA,88275.2,software engineer,45949
I-200-13009-954629,1/24/2013,1/30/2013,CA,88275.2,software engineer,45952
I-200-13016-437904,1/24/2013,1/30/2013,CA,88275.2,software engineer,45955
I-200-13012-790945,1/24/2013,1/30/2013,CA,88275.2,software engineer,45958
I-200-13015-826766,1/24/2013,1/30/2013,CA,88275.2,software engineer,45961
I-200-13014-130889,1/24/2013,1/30/2013,CA,88275.2,software engineer,45964
I-200-13017-267048,1/24/2013,1/30/2013,CA,88275.2,software engineer,45967
I-200-13017-496794,1/24/2013,1/30/2013,CA,88275.2,software engineer,45970
I-200-13009-784818,1/25/2013,1/31/2013,CA,88275.2,software engineer,45973
I-200-13011-456987,1/25/2013,1/31/2013,CA,88275.2,software engineer,45976
I-200-13008-216702,1/25/2013,1/31/2013,CA,88275.2,software engineer,45979
I-200-13015-535231,1/25/2013,1/31/2013,CA,88275.2,software engineer,45982
I-200-13011-696272,1/25/2013,1/31/2013,CA,88275.2,software engineer,45985
I-200-13024-941588,1/28/2013,2/1/2013,CA,88275.2,software engineer,45988
I-200-13016-302967,1/30/2013,2/5/2013,CA,88275.2,software engineer,45991
I-200-13016-875440,1/30/2013,2/5/2013,CA,88275.2,software engineer,45994
I-200-13014-128553,1/30/2013,2/5/2013,CA,88275.2,software engineer,45997
I-200-13024-438993,1/30/2013,2/5/2013,CA,88275.2,software engineer,46000
I-200-13024-704081,1/30/2013,2/5/2013,CA,88275.2,software engineer,46003
I-200-13024-493681,1/31/2013,2/6/2013,CA,88275.2,software engineer,46006
I-200-13024-092075,2/6/2013,2/12/2013,CA,88275.2,software engineer,46009
I-200-13042-211002,2/15/2013,2/22/2013,CA,88275.2,software engineer,46012
I-200-13043-342099,2/15/2013,2/22/2013,CA,88275.2,software engineer,46015
I-200-13044-000270,2/15/2013,2/22/2013,CA,88275.2,software engineer,46018
I-200-13044-491444,2/15/2013,2/22/2013,CA,88275.2,software engineer,46021
I-200-13050-571970,2/20/2013,2/26/2013,CA,88275.2,software engineer,46024
I-200-12324-312217,11/20/2012,3/1/2013,CA,88275.2,software engineer,46027
I-200-13051-582300,2/25/2013,3/1/2013,CA,88275.2,software engineer,46030
I-200-13057-252548,2/28/2013,3/6/2013,CA,88275.2,software engineer,46033
I-200-13009-415683,1/24/2013,3/11/2013,CA,88275.2,software engineer,46036
I-200-13063-105334,3/7/2013,3/11/2013,CA,88275.2,software engineer,46039
I-200-13058-022792,3/6/2013,3/12/2013,CA,88275.2,software engineer,46042
I-200-13058-069747,3/6/2013,3/12/2013,CA,88275.2,software engineer,46045
I-200-13063-873858,3/6/2013,3/12/2013,CA,88275.2,software engineer,46048
I-200-13064-381795,3/7/2013,3/13/2013,CA,88275.2,software engineer,46051
I-200-13065-766315,3/8/2013,3/14/2013,CA,88275.2,software engineer,46054
I-200-13070-647369,3/13/2013,3/19/2013,CA,88275.2,software engineer,46057
I-200-13073-842330,3/18/2013,3/22/2013,CA,88275.2,software engineer,46060
I-200-12338-918604,12/5/2012,3/25/2013,CA,88275.2,software engineer,46063
I-200-13078-545276,3/20/2013,3/26/2013,CA,88275.2,software engineer,46066
I-200-13079-922120,3/21/2013,3/27/2013,CA,88275.2,software engineer,46069
I-200-13080-883353,3/25/2013,3/29/2013,CA,88275.2,software engineer,46072
I-200-13085-304334,3/27/2013,4/2/2013,CA,88275.2,software engineer,46075
I-200-13094-327245,4/4/2013,4/5/2013,CA,88275.2,software engineer,46078
I-200-13092-599354,4/2/2013,4/5/2013,CA,88275.2,software engineer,46081
I-200-13012-996843,1/24/2013,4/8/2013,CA,88275.2,software engineer,46084
I-200-13017-470603,1/24/2013,4/8/2013,CA,88275.2,software engineer,46087
I-200-13011-186562,1/25/2013,4/8/2013,CA,88275.2,software engineer,46090
I-200-12346-766810,12/14/2012,4/8/2013,CA,88275.2,software engineer,46093
I-200-13011-731512,1/24/2013,4/10/2013,CA,88275.2,software engineer,46096
I-200-13011-634609,1/25/2013,4/10/2013,CA,88275.2,software engineer,46099
I-200-13093-810395,4/8/2013,4/12/2013,CA,88275.2,software engineer,46102
I-200-13098-703623,4/10/2013,4/16/2013,CA,88275.2,software engineer,46105
I-200-13108-525332,4/22/2013,4/26/2013,CA,88275.2,software engineer,46108
I-200-13116-800329,5/1/2013,5/7/2013,CA,88275.2,software engineer,46111
I-200-13122-689242,5/3/2013,5/9/2013,CA,88275.2,software engineer,46114
I-200-13127-893447,5/8/2013,5/14/2013,CA,88275.2,software engineer,46117
I-200-13133-729164,5/14/2013,5/20/2013,CA,88275.2,software engineer,46120
I-200-13142-110848,5/28/2013,6/3/2013,CA,88275.2,software engineer,46123
I-200-13157-654358,6/6/2013,6/12/2013,CA,88275.2,software engineer,46126
I-200-13170-655438,6/24/2013,6/28/2013,CA,88275.2,software engineer,46129
I-200-13175-463128,6/26/2013,7/2/2013,CA,88275.2,software engineer,46132
I-200-13176-658749,6/28/2013,7/5/2013,CA,88275.2,software engineer,46135
I-200-13073-797680,3/18/2013,8/21/2013,CA,88275.2,software engineer,46138
I-200-13016-926079,1/24/2013,8/26/2013,CA,88275.2,software engineer,46141
I-200-13098-684340,4/9/2013,9/11/2013,CA,88275.2,software engineer,46144
I-200-13015-510315,1/24/2013,9/19/2013,CA,88275.2,software engineer,46147
A-13061-44846,5/13/2013,11/14/2014,CALIFORNIA,112902.4,software engineer,46150
I-200-13046-655665,2/15/2013,2/22/2013,CA,99824.4,software engineer,46153
A-13115-59273,6/14/2013,1/9/2015,CALIFORNIA,95014.4,software engineer,46156
A-14028-36470,10/18/2013,6/22/2015,CALIFORNIA,92518.4,software engineer,46159
A-13323-16837,12/9/2013,6/9/2015,CALIFORNIA,90459.2,software engineer,46162
I-200-13080-510683,3/21/2013,1/8/2014,CA,90000,software engineer,46165
A-13165-72148,8/21/2013,3/9/2015,CALIFORNIA,88275.2,software engineer,46168
A-13022-33264,4/25/2013,10/22/2014,CALIFORNIA,88275,software engineer,46171
A-13071-47484,6/19/2013,2/10/2015,CALIFORNIA,88275,software engineer,46174
A-13186-77946,8/20/2013,3/10/2015,CALIFORNIA,88275,software engineer,46177
A-13297-05170,11/7/2013,5/12/2015,CALIFORNIA,88275,software engineer,46180
I-200-12312-987476,11/13/2012,11/19/2012,CA,88275,software engineer,46183
I-200-13098-544334,4/8/2013,4/12/2013,CA,88275,software engineer,46186
I-200-13118-649396,5/7/2013,5/13/2013,CA,88275,software engineer,46189
I-200-13172-767613,6/21/2013,6/27/2013,CA,88275,software engineer,46192
I-200-15034-129190,2/3/2015,2/10/2015,CA,99840,software engineer,46195
I-200-15067-623913,3/8/2015,3/12/2015,CA,89440,software engineer,46198
I-200-15079-650237,3/20/2015,3/26/2015,CA,89440,software engineer,46201
I-200-15054-464695,2/23/2015,3/3/2015,CA,89440,software engineer,46204
I-200-14268-945517,9/25/2014,10/20/2014,CA,88400,software engineer,46207
I-200-14294-038832,10/21/2014,10/27/2014,CA,88254.4,software engineer,46210
I-200-15058-288320,2/27/2015,3/5/2015,CA,88254.4,software engineer,46213
I-200-15078-491728,3/23/2015,3/27/2015,CA,88254.4,software engineer,46216
I-200-14293-368059,10/21/2014,10/27/2014,CA,88254.4,software engineer,46219
I-200-15071-808693,3/13/2015,3/19/2015,CA,88254.4,software engineer,46222
I-200-15080-032941,3/21/2015,3/26/2015,CA,88254.4,software engineer,46225
I-200-15078-388640,3/19/2015,3/25/2015,CA,885000,software engineer,46228
I-200-15083-386301,3/24/2015,3/30/2015,CA,160000,software engineer,46231
I-200-14343-932461,12/9/2014,12/15/2014,CA,150000,software engineer,46234
I-200-14212-974512,7/31/2014,8/28/2014,CA,145000,software engineer,46237
I-200-15023-808480,1/23/2015,1/28/2015,CA,140014,software engineer,46240
I-200-14307-933725,11/3/2014,11/7/2014,CA,140000,software engineer,46243
I-200-14181-022161,7/1/2014,7/8/2014,CA,140000,software engineer,46246
I-200-15061-466453,3/14/2015,3/19/2015,CA,137500,software engineer,46249
I-200-15049-252742,2/19/2015,2/25/2015,CA,135000,software engineer,46252
I-200-14188-620726,7/14/2014,7/18/2014,CA,135000,software engineer,46255
I-200-15030-597067,2/3/2015,2/9/2015,CA,133300,software engineer,46258
I-200-15020-434239,2/19/2015,2/25/2015,CA,132000,software engineer,46261
I-200-15050-029450,2/23/2015,2/27/2015,CA,132000,software engineer,46264
I-200-15074-636533,3/15/2015,3/19/2015,CA,132000,software engineer,46267
I-200-15034-126545,2/22/2015,2/26/2015,CA,130900,software engineer,46270
I-200-15035-096048,2/9/2015,2/14/2015,CA,130301,software engineer,46273
I-200-15033-903942,2/16/2015,2/22/2015,CA,130000,software engineer,46276
I-200-15077-316952,3/18/2015,3/24/2015,CA,130000,software engineer,46279
I-200-14190-663271,7/9/2014,7/15/2014,CA,129867,software engineer,46282
I-200-15012-785791,1/13/2015,1/20/2015,CA,126000,software engineer,46285
I-200-15056-961003,2/25/2015,3/3/2015,CA,125625,software engineer,46288
I-200-15030-888838,2/22/2015,2/26/2015,CA,125000,software engineer,46291
I-200-15050-489882,2/24/2015,3/2/2015,CA,125000,software engineer,46294
I-200-15078-970149,3/19/2015,3/25/2015,CA,125000,software engineer,46297
I-200-15068-569829,3/17/2015,3/23/2015,CA,125000,data scientist,46300
I-200-15036-870130,2/9/2015,2/14/2015,CA,123406,software engineer,46303
I-200-15057-503027,3/5/2015,3/11/2015,CA,122000,software engineer,46306
I-200-14353-250104,2/2/2015,2/6/2015,CA,120000,software engineer,46309
I-200-15046-888501,2/20/2015,2/26/2015,CA,120000,software engineer,46312
I-200-15050-967127,2/20/2015,2/26/2015,CA,120000,software engineer,46315
I-200-15062-727565,3/3/2015,3/9/2015,CA,120000,software engineer,46318
I-200-15065-526313,3/6/2015,3/12/2015,CA,120000,software engineer,46321
I-200-14191-909597,7/10/2014,7/16/2014,CA,120000,software engineer,46324
I-200-14238-360807,8/26/2014,9/2/2014,CA,120000,software engineer,46327
I-200-15051-196275,2/26/2015,3/4/2015,CA,119000,software engineer,46330
I-200-15062-334973,3/3/2015,3/3/2015,CA,117600,software engineer,46333
I-200-15037-220936,2/16/2015,2/22/2015,CA,117000,software engineer,46336
I-200-15056-246235,2/25/2015,3/3/2015,CA,115253,software engineer,46339
I-200-15008-499585,1/8/2015,1/14/2015,CA,115000,software engineer,46342
I-200-15040-595447,2/18/2015,2/24/2015,CA,115000,software engineer,46345
I-200-15049-247991,2/19/2015,2/25/2015,CA,115000,software engineer,46348
I-200-15057-541309,2/27/2015,3/5/2015,CA,115000,software engineer,46351
I-200-15071-646756,3/13/2015,3/19/2015,CA,115000,software engineer,46354
I-200-15063-172929,3/4/2015,3/10/2015,CA,114800,software engineer,46357
I-200-15040-096082,2/16/2015,2/22/2015,CA,114056,software engineer,46360
I-200-15058-650165,2/27/2015,3/5/2015,CA,113344,software engineer,46363
I-200-15043-666061,2/12/2015,2/19/2015,CA,113000,software engineer,46366
I-200-15075-722742,3/16/2015,3/20/2015,CA,113000,software engineer,46369
I-200-15027-215792,2/4/2015,2/10/2015,CA,112000,software engineer,46372
I-200-15059-317745,3/2/2015,3/6/2015,CA,112000,software engineer,46375
I-200-15047-702743,2/16/2015,2/22/2015,CA,111605,software engineer,46378
I-200-15024-826695,2/5/2015,2/11/2015,CA,110250,software engineer,46381
I-200-14282-468647,10/9/2014,10/16/2014,CA,110065,software engineer,46384
I-200-14343-945555,12/12/2014,12/18/2014,CA,110000,software engineer,46387
I-200-15021-587201,2/4/2015,2/10/2015,CA,110000,software engineer,46390
I-200-15023-941536,2/4/2015,2/10/2015,CA,110000,software engineer,46393
I-200-15028-503494,2/6/2015,2/13/2015,CA,110000,software engineer,46396
I-200-15030-401862,2/22/2015,2/26/2015,CA,110000,software engineer,46399
I-200-15034-050739,2/18/2015,2/24/2015,CA,110000,software engineer,46402
I-200-15035-218802,2/6/2015,2/13/2015,CA,110000,software engineer,46405
I-200-15036-396576,2/11/2015,2/18/2015,CA,110000,software engineer,46408
I-200-15037-306920,2/20/2015,2/26/2015,CA,110000,software engineer,46411
I-200-15037-657929,2/22/2015,2/26/2015,CA,110000,software engineer,46414
I-200-15042-008821,2/26/2015,3/4/2015,CA,110000,software engineer,46417
I-200-15042-264109,2/24/2015,3/2/2015,CA,110000,software engineer,46420
I-200-15042-699334,2/22/2015,2/26/2015,CA,110000,software engineer,46423
I-200-15043-286860,2/17/2015,2/23/2015,CA,110000,software engineer,46426
I-200-15044-062471,2/16/2015,2/22/2015,CA,110000,software engineer,46429
I-200-15046-158280,2/18/2015,2/24/2015,CA,110000,software engineer,46432
I-200-15047-942305,2/22/2015,2/26/2015,CA,110000,software engineer,46435
I-200-15048-582919,2/19/2015,2/25/2015,CA,110000,software engineer,46438
I-200-15049-222333,2/19/2015,2/25/2015,CA,110000,software engineer,46441
I-200-15049-393179,2/19/2015,2/25/2015,CA,110000,software engineer,46444
I-200-15049-793522,2/25/2015,3/3/2015,CA,110000,software engineer,46447
I-200-15050-208716,2/26/2015,3/4/2015,CA,110000,software engineer,46450
I-200-15050-419073,2/25/2015,3/3/2015,CA,110000,software engineer,46453
I-200-15050-895724,2/21/2015,2/26/2015,CA,110000,software engineer,46456
I-200-15051-431940,2/22/2015,2/26/2015,CA,110000,software engineer,46459
I-200-15051-469692,2/24/2015,3/2/2015,CA,110000,software engineer,46462
I-200-15051-747695,2/25/2015,3/5/2015,CA,110000,software engineer,46465
I-200-15051-881973,2/20/2015,2/26/2015,CA,110000,software engineer,46468
I-200-15051-960525,2/25/2015,3/3/2015,CA,110000,software engineer,46471
I-200-15053-249308,2/24/2015,3/2/2015,CA,110000,software engineer,46474
I-200-15055-053931,2/24/2015,3/2/2015,CA,110000,software engineer,46477
I-200-15056-268682,2/25/2015,3/3/2015,CA,110000,software engineer,46480
I-200-15057-139622,3/5/2015,3/11/2015,CA,110000,software engineer,46483
I-200-15061-371680,3/3/2015,3/9/2015,CA,110000,software engineer,46486
I-200-15061-852598,3/2/2015,3/6/2015,CA,110000,software engineer,46489
I-200-15064-084594,3/5/2015,3/11/2015,CA,110000,software engineer,46492
I-200-15064-889611,3/5/2015,3/11/2015,CA,110000,software engineer,46495
I-200-15068-647222,3/9/2015,3/13/2015,CA,110000,software engineer,46498
I-200-15069-544207,3/10/2015,3/16/2015,CA,110000,software engineer,46501
I-200-15071-101228,3/12/2015,3/18/2015,CA,110000,software engineer,46504
I-200-15072-694672,3/13/2015,3/19/2015,CA,110000,software engineer,46507
I-200-15075-687739,3/16/2015,3/20/2015,CA,110000,software engineer,46510
I-200-15077-044623,3/19/2015,3/25/2015,CA,110000,software engineer,46513
I-200-15077-311855,3/18/2015,3/24/2015,CA,110000,software engineer,46516
I-200-15078-986873,3/19/2015,3/25/2015,CA,110000,software engineer,46519
I-200-15079-183740,3/20/2015,3/26/2015,CA,110000,software engineer,46522
I-200-15082-025231,3/23/2015,3/27/2015,CA,110000,software engineer,46525
I-200-15082-762605,3/23/2015,3/27/2015,CA,110000,software engineer,46528
I-200-14237-138464,8/29/2014,9/5/2014,CA,110000,software engineer,46531
I-200-14258-526696,9/16/2014,9/22/2014,CA,110000,software engineer,46534
I-200-15051-146088,2/26/2015,3/4/2015,CA,109400,software engineer,46537
I-200-15051-604096,2/22/2015,3/3/2015,CA,109200,software engineer,46540
I-200-15033-860672,2/6/2015,2/13/2015,CA,109000,software engineer,46543
I-200-14230-967702,8/18/2014,8/24/2014,CA,108800,software engineer,46546
I-200-15028-961890,2/4/2015,2/10/2015,CA,108000,software engineer,46549
I-200-15048-999696,2/20/2015,2/26/2015,CA,108000,software engineer,46552
I-200-15052-813433,2/26/2015,3/4/2015,CA,108000,software engineer,46555
I-201-15006-999069,1/7/2015,1/13/2015,CA,107300,software engineer,46558
I-200-15072-847157,3/15/2015,3/19/2015,CA,106250,software engineer,46561
I-200-15033-065635,2/4/2015,2/10/2015,CA,106000,software engineer,46564
I-200-15078-526640,3/19/2015,3/25/2015,CA,106000,software engineer,46567
I-200-15048-078722,2/19/2015,2/25/2015,CA,105300,software engineer,46570
I-200-15061-332738,3/4/2015,3/10/2015,CA,105167,software engineer,46573
I-200-15016-763080,2/9/2015,2/14/2015,CA,105000,software engineer,46576
I-200-15023-930717,1/23/2015,1/29/2015,CA,105000,software engineer,46579
I-200-15028-723638,1/28/2015,2/3/2015,CA,105000,software engineer,46582
I-200-15034-398146,2/17/2015,2/21/2015,CA,105000,software engineer,46585
I-200-15037-734890,2/21/2015,2/26/2015,CA,105000,software engineer,46588
I-200-15040-941000,2/11/2015,2/18/2015,CA,105000,software engineer,46591
I-200-15047-636967,2/18/2015,2/24/2015,CA,105000,software engineer,46594
I-200-15047-685610,2/19/2015,2/25/2015,CA,105000,software engineer,46597
I-200-15048-297593,2/18/2015,2/24/2015,CA,105000,software engineer,46600
I-200-15048-954160,2/18/2015,2/24/2015,CA,105000,software engineer,46603
I-200-15049-641288,2/19/2015,2/25/2015,CA,105000,software engineer,46606
I-200-15050-143148,2/25/2015,3/3/2015,CA,105000,software engineer,46609
I-200-15050-379878,2/20/2015,2/26/2015,CA,105000,software engineer,46612
I-200-15050-866014,2/21/2015,2/26/2015,CA,105000,software engineer,46615
I-200-15051-096027,2/24/2015,3/2/2015,CA,105000,software engineer,46618
I-200-15051-525036,2/26/2015,3/4/2015,CA,105000,software engineer,46621
