CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order,
I-200-13064-341165,3/5/2013,3/11/2013,CA,103000,software engineer,30412,0
I-200-13179-310499,6/28/2013,7/5/2013,NY,145000,assistant professor,30421,0
I-200-13156-789465,6/5/2013,6/11/2013,NY,110000,assistant professor,30430,0
A-14177-82299,7/7/2014,12/2/2014,TEXAS,105560,software engineer,30436,0
I-200-14100-843016,4/11/2014,4/17/2014,TX,103860,business analyst,30445,0
I-200-14080-672992,3/21/2014,3/27/2014,TX,97822,business analyst,30454,0
I-200-13011-452652,1/14/2013,1/18/2013,CA,126000.16,software engineer,30460,0
I-200-15042-175047,2/11/2015,2/19/2015,CA,97807,software engineer,30469,0
I-200-12363-188932,2/1/2013,2/7/2013,CA,97802,software engineer,30478,0
I-200-13062-001673,3/11/2013,3/15/2013,CA,97802,software engineer,30484,0
I-200-13023-223117,1/28/2013,6/25/2013,CA,97802,software engineer,30493,0
I-200-11270-519279,9/28/2011,10/4/2011,FL,97781,software engineer,30502,0
I-200-10202-824358,7/21/2010,3/22/2013,IA,110000,assistant professor,30508,0
I-200-11293-107149,10/20/2011,10/26/2011,CA,112000,software engineer,30517,0
I-200-14297-587915,10/24/2014,10/30/2014,OH,100033.75,software engineer,30526,0
I-200-12150-838550,5/31/2012,6/10/2013,CA,97840,software engineer,30532,0
I-200-11221-426156,8/11/2011,10/12/2012,CA,97718,software engineer,30541,0
I-200-13340-803339,12/6/2013,12/16/2013,GA,267520,assistant professor,30550,0
I-200-13129-448283,5/9/2013,5/15/2013,GA,120096,software engineer,30556,0
I-200-11286-369408,10/13/2011,10/19/2011,MA,113000,software engineer,30565,0
I-200-11291-076996,10/19/2011,10/25/2011,MA,97677,software engineer,30574,0
I-200-11306-264146,11/2/2011,11/8/2011,MA,97677,software engineer,30580,0
I-200-13304-120392,10/31/2013,11/4/2013,CA,110000,software engineer,30589,0
A-14067-50788,3/28/2014,10/15/2014,CALIFORNIA,97661,software engineer,30598,0
I-200-13218-258474,8/6/2013,8/12/2013,CA,97661,software engineer,30604,0
I-200-14356-430416,12/22/2014,12/29/2014,OH,108000,software engineer,30615,0
I-200-14213-898125,8/1/2014,8/8/2014,GA,98000,data analyst,30624,0
I-200-14252-168610,9/15/2014,9/19/2014,TX,113488,software engineer,30630,0
I-200-14311-273696,11/7/2014,11/14/2014,NC,118560,business analyst,30639,0
I-200-14099-755277,4/9/2014,4/15/2014,MD,110000,software engineer,30648,0
I-200-13325-869342,11/21/2013,11/27/2013,MD,97531,software engineer,30654,0
I-200-11291-171171,10/18/2011,10/24/2011,MD,100000,software engineer,30663,0
I-200-13231-182860,9/5/2013,9/11/2013,MI,103229.67,software engineer,30672,0
I-200-13326-178055,12/2/2013,12/6/2013,MI,131872,software engineer,30678,0
A-14260-07981,10/14/2014,3/6/2015,MASSACHUSETTS,97500,software engineer,30687,0
I-200-11283-240413,11/11/2011,11/17/2011,CA,115000,business analyst,30696,0
I-200-13023-387969,1/29/2013,2/4/2013,FL,97427,software engineer,30702,0
I-200-15028-361638,1/28/2015,2/3/2015,PA,106000,software engineer,30711,0
I-200-15057-280043,2/26/2015,3/5/2015,PA,101310,software engineer,30720,0
I-200-13338-149890,12/4/2013,12/10/2013,CA,100000,software engineer,30726,0
I-200-15051-648939,2/20/2015,2/26/2015,PA,97406,software engineer,30735,0
I-200-14296-442890,10/23/2014,10/29/2014,IL,97387,software engineer,30744,0
I-200-15055-046695,2/25/2015,3/5/2015,IL,97387,software engineer,30750,0
I-200-14067-164584,3/8/2014,3/13/2014,CA,110000,software engineer,30759,0
I-200-14357-638138,12/23/2014,12/30/2014,NY,97500,software engineer,30768,0
A-15121-72712,5/27/2015,5/28/2015,WASHINGTON,112986,software engineer,30774,0
I-200-12362-167741,12/28/2012,12/31/2012,TX,97359,software engineer,30783,0
I-200-14024-836153,5/14/2014,5/20/2014,MN,100000,software engineer,30792,0
I-200-13240-909787,9/5/2013,7/7/2014,MA,97500,software engineer,30798,0
I-200-12230-496219,8/21/2012,3/9/2015,CA,115000,software engineer,30807,0
A-14121-65548,5/5/2014,3/31/2015,TEXAS,97282,business analyst,30818,0
A-14133-68814,5/14/2014,4/3/2015,TEXAS,97282,business analyst,30824,0
A-14149-73402,5/30/2014,4/2/2015,TEXAS,97282,business analyst,30833,0
A-14188-85584,7/7/2014,4/3/2015,TEXAS,97282,business analyst,30842,0
A-14195-88173,7/17/2014,4/6/2015,TEXAS,97282,business analyst,30848,0
A-14199-90336,7/18/2014,4/6/2015,TEXAS,97282,business analyst,30857,0
I-200-14071-034326,3/12/2014,3/19/2014,CA,100000,software engineer,30866,0
I-200-14064-268702,3/6/2014,3/13/2014,CA,97277,software engineer,30872,0
I-200-14114-899343,4/30/2014,5/6/2014,NJ,164569.6,management consultant,30884,0
I-200-15049-012649,3/7/2015,3/12/2015,PA,97240,business analyst,30899,0
A-14328-28475,12/5/2014,6/8/2015,WASHINGTON,170000,software engineer,30910,0
I-200-15044-599634,2/16/2015,3/11/2015,WA,141204,software engineer,30919,0
I-200-15014-839181,1/15/2015,1/22/2015,WA,136763,software engineer,30928,0
I-200-14300-445651,10/28/2014,3/3/2015,WA,136348,software engineer,30934,0
I-200-15023-593968,1/26/2015,1/30/2015,WA,134217,software engineer,30943,0
I-200-14352-380793,12/30/2014,1/6/2015,WA,133262,software engineer,30952,0
I-200-14337-205589,12/4/2014,12/10/2014,WA,132495,software engineer,30958,0
I-200-15020-105933,1/21/2015,1/27/2015,WA,131806,software engineer,30967,0
I-200-14328-520463,11/24/2014,12/1/2014,WA,131000,software engineer,30976,0
I-200-15035-131710,2/4/2015,2/10/2015,WA,130769,software engineer,30982,0
I-200-15065-949260,3/6/2015,3/12/2015,WA,130216,software engineer,30991,0
I-200-14344-462923,12/11/2014,12/17/2014,WA,129886,software engineer,31000,0
I-200-15035-387541,2/4/2015,2/10/2015,WA,129418,software engineer,31006,0
I-200-15028-630784,1/29/2015,2/4/2015,WA,129145,software engineer,31015,0
I-200-15029-150872,1/30/2015,2/5/2015,WA,128514,software engineer,31024,0
I-200-14321-001059,11/18/2014,11/24/2014,WA,128000,software engineer,31030,0
I-200-15051-074076,2/20/2015,2/26/2015,WA,127376,software engineer,31039,0
I-200-15061-786871,3/2/2015,3/6/2015,WA,127063,software engineer,31048,0
I-200-15022-154178,1/23/2015,1/29/2015,WA,126816,software engineer,31054,0
I-200-15077-620445,3/18/2015,3/24/2015,WA,126212,software engineer,31063,0
I-200-15065-536438,3/6/2015,3/12/2015,WA,125802,software engineer,31072,0
I-200-15063-217584,3/4/2015,3/10/2015,WA,125528,software engineer,31078,0
I-200-15007-696900,1/8/2015,1/14/2015,WA,125100,software engineer,31087,0
I-200-14316-180766,11/13/2014,11/19/2014,WA,124799,software engineer,31096,0
I-200-15083-163095,3/24/2015,3/30/2015,WA,124495,software engineer,31102,0
I-200-15065-854806,3/6/2015,3/12/2015,WA,124212,software engineer,31111,0
I-200-15060-800534,3/2/2015,3/6/2015,WA,123965,software engineer,31120,0
I-200-15079-752391,3/20/2015,3/26/2015,WA,123826,software engineer,31126,0
I-200-15062-098385,3/3/2015,3/9/2015,WA,123474,software engineer,31135,0
I-200-15083-018886,3/24/2015,3/30/2015,WA,123083,software engineer,31144,0
I-200-14224-917826,8/12/2014,8/18/2014,WA,123000,software engineer,31150,0
I-200-15050-965216,2/19/2015,2/25/2015,WA,122601,software engineer,31159,0
I-200-14328-876251,11/24/2014,12/1/2014,WA,122053,software engineer,31168,0
I-200-14269-245736,9/26/2014,10/2/2014,WA,121842,software engineer,31174,0
I-200-15058-215444,3/4/2015,3/10/2015,WA,120930,software engineer,31183,0
I-200-14309-535173,11/6/2014,3/6/2015,WA,120303,software engineer,31192,0
I-200-15033-833755,2/2/2015,2/6/2015,WA,120214,software engineer,31198,0
I-200-15021-213122,1/22/2015,1/28/2015,WA,120001,software engineer,31207,0
I-200-14309-739977,11/6/2014,11/13/2014,WA,119885,software engineer,31216,0
I-200-15063-045889,3/4/2015,3/10/2015,WA,119554,software engineer,31222,0
I-200-15057-258351,2/26/2015,3/4/2015,WA,119295,software engineer,31231,0
I-200-14335-894176,12/1/2014,12/5/2014,WA,118700,software engineer,31240,0
I-200-15062-937567,3/3/2015,3/9/2015,WA,118541,software engineer,31246,0
I-200-15022-718717,1/23/2015,1/29/2015,WA,118142,software engineer,31255,0
I-200-14294-891180,10/24/2014,10/30/2014,WA,117972,software engineer,31264,0
I-200-15055-434439,2/24/2015,3/2/2015,WA,117845,software engineer,31270,0
I-200-15068-061427,3/9/2015,3/13/2015,WA,117414,software engineer,31279,0
I-200-15072-746868,3/13/2015,3/19/2015,WA,117127,software engineer,31288,0
I-200-15054-312779,2/23/2015,2/27/2015,WA,116928,software engineer,31294,0
I-200-15084-919651,3/25/2015,3/31/2015,WA,116600,software engineer,31303,0
I-200-14287-669747,10/14/2014,10/20/2014,WA,116203,software engineer,31312,0
I-200-15079-494547,3/20/2015,3/26/2015,WA,116112,software engineer,31318,0
I-200-14345-604029,12/15/2014,12/19/2014,WA,115700,software engineer,31327,0
I-200-14211-841537,7/30/2014,8/5/2014,WA,115356,software engineer,31336,0
I-200-15063-900392,3/4/2015,3/10/2015,WA,115193,software engineer,31342,0
I-200-15026-729034,1/27/2015,2/2/2015,WA,115000,software engineer,31351,0
I-200-14322-704479,11/25/2014,12/2/2014,WA,114800,software engineer,31360,0
I-200-14344-035398,12/11/2014,12/17/2014,WA,114480,software engineer,31366,0
I-200-14329-885183,12/3/2014,12/9/2014,WA,113938,software engineer,31375,0
I-200-15070-697757,3/11/2015,3/18/2015,WA,113454,software engineer,31384,0
I-200-15054-721244,2/23/2015,2/27/2015,WA,113196,software engineer,31390,0
I-200-14309-320680,11/6/2014,11/13/2014,WA,112600,software engineer,31399,0
I-200-15050-823687,2/19/2015,2/25/2015,WA,112500,software engineer,31408,0
I-200-15069-151032,3/10/2015,3/16/2015,WA,112365,software engineer,31414,0
I-200-14314-213773,11/10/2014,11/17/2014,WA,112000,software engineer,31423,0
I-200-14351-465136,12/17/2014,12/23/2014,WA,112000,software engineer,31432,0
I-200-15021-927252,1/21/2015,1/27/2015,WA,112000,software engineer,31438,0
I-200-14275-420226,10/3/2014,10/9/2014,WA,111980,software engineer,31447,0
I-200-15055-693972,2/24/2015,3/2/2015,WA,111480,software engineer,31456,0
I-200-15062-959834,3/3/2015,3/9/2015,WA,111301,software engineer,31462,0
I-200-15069-531865,3/10/2015,3/16/2015,WA,111083,software engineer,31471,0
I-200-14323-303230,11/21/2014,11/28/2014,WA,110728,software engineer,31480,0
I-200-14275-417474,10/3/2014,10/9/2014,WA,110340,software engineer,31486,0
I-200-14287-780309,10/17/2014,10/23/2014,WA,110000,software engineer,31495,0
I-200-15013-449238,1/14/2015,1/21/2015,WA,110000,software engineer,31504,0
I-200-15043-016368,2/12/2015,2/19/2015,WA,110000,software engineer,31510,0
I-200-15078-301004,3/19/2015,3/25/2015,WA,110000,software engineer,31519,0
I-200-15022-750471,1/26/2015,1/30/2015,WA,109983,software engineer,31528,0
I-200-14316-065540,11/12/2014,11/18/2014,WA,109744,software engineer,31534,0
I-200-15026-312227,1/27/2015,2/2/2015,WA,109660,software engineer,31543,0
I-200-14275-817648,10/3/2014,10/9/2014,WA,109083,software engineer,31552,0
I-200-15006-041849,1/6/2015,1/12/2015,WA,108900,software engineer,31558,0
I-200-15025-558122,1/27/2015,2/2/2015,WA,108383,software engineer,31567,0
I-200-15070-429693,3/11/2015,3/18/2015,WA,108140,software engineer,31576,0
I-200-15076-713967,3/17/2015,3/23/2015,WA,108000,software engineer,31582,0
I-200-15054-732601,2/23/2015,3/6/2015,WA,107583,software engineer,31591,0
I-200-15035-924638,2/5/2015,2/11/2015,WA,106536,software engineer,31600,0
A-14280-13621,10/8/2014,3/4/2015,WASHINGTON,105000,software engineer,31606,0
I-200-15019-196247,1/20/2015,1/26/2015,WA,104825,software engineer,31615,0
I-200-14316-903865,11/20/2014,11/26/2014,WA,103000,software engineer,31624,0
I-200-14192-858700,7/15/2014,7/21/2014,WA,101250,software engineer,31630,0
I-200-15038-763483,2/12/2015,2/19/2015,WA,100000,software engineer,31639,0
I-200-14230-105604,8/28/2014,9/4/2014,WA,100000,software engineer,31648,0
I-200-15009-900799,1/14/2015,1/22/2015,WA,98000,software engineer,31654,0
I-200-15065-076309,3/9/2015,3/13/2015,WA,97500,software engineer,31663,0
A-15083-61222,4/2/2015,4/3/2015,WASHINGTON,97219,software engineer,31672,0
I-200-14314-306267,11/10/2014,11/17/2014,WA,97219,software engineer,31678,0
I-200-14351-836185,12/17/2014,12/23/2014,WA,97219,software engineer,31687,0
I-200-15016-627435,1/16/2015,1/16/2015,WA,97219,software engineer,31696,0
I-200-15021-269818,1/21/2015,1/27/2015,WA,97219,software engineer,31702,0
I-200-15021-969850,1/21/2015,1/27/2015,WA,97219,software engineer,31711,0
I-200-15034-372264,2/3/2015,2/9/2015,WA,97219,software engineer,31720,0
I-200-15041-606203,2/10/2015,2/17/2015,WA,97219,software engineer,31726,0
I-200-15054-057957,3/6/2015,3/12/2015,WA,97219,software engineer,31735,0
I-200-15075-680855,3/18/2015,3/24/2015,WA,97219,software engineer,31744,0
I-200-15084-962706,3/25/2015,3/31/2015,WA,97219,software engineer,31750,0
I-200-14261-861310,9/18/2014,9/24/2014,WA,97219,software engineer,31759,0
I-200-15069-486745,3/10/2015,3/16/2015,NC,105135,software engineer,31768,0
A-14290-16866,10/21/2014,3/19/2015,NORTH CAROLINA,97500,software engineer,31774,0
A-15042-49859,3/9/2015,3/9/2015,NORTH CAROLINA,97198,software engineer,31783,0
I-200-15015-838794,3/11/2015,3/18/2015,NC,97198,software engineer,31792,0
I-200-14352-279051,12/18/2014,12/24/2014,MA,120132,software engineer,31798,0
I-200-14323-483117,11/20/2014,11/26/2014,MA,105000,software engineer,31807,0
I-200-15028-318958,2/3/2015,2/9/2015,MA,98000,software engineer,31816,0
I-200-15050-344246,2/23/2015,2/27/2015,MA,97200,software engineer,31822,0
I-200-15041-404418,2/10/2015,2/18/2015,MA,97178,software engineer,31831,0
I-200-14251-930363,9/15/2014,9/19/2014,MA,97178,software engineer,31840,0
I-200-14294-054726,10/21/2014,10/27/2014,IL,130000,business analyst,31846,0
I-200-12298-160647,10/24/2012,10/30/2012,NY,100000,software engineer,31855,0
I-200-15035-178976,2/4/2015,2/13/2015,TX,97115.2,software engineer,31865,0
I-200-14280-756538,10/14/2014,10/20/2014,TX,112597.2,software engineer,31871,0
I-200-15002-067604,1/2/2015,1/8/2015,TX,102501,software engineer,31880,0
I-200-14300-680228,10/27/2014,10/31/2014,TX,97115,software engineer,31889,0
I-200-15034-410903,2/9/2015,2/14/2015,TX,97115,software engineer,31895,0
I-200-11165-140261,11/25/2014,12/2/2014,CA,127000,software engineer,31904,0
I-200-15021-438805,2/17/2015,2/25/2015,CA,110000,software engineer,31913,0
I-200-15028-468283,2/9/2015,2/18/2015,CA,109200,software engineer,31919,0
I-200-14352-805030,12/18/2014,12/24/2014,CA,105000,software engineer,31928,0
I-201-14321-636289,11/19/2014,11/25/2014,CA,105000,software engineer,31937,0
I-200-14345-107861,12/16/2014,12/22/2014,CA,100000,software engineer,31943,0
I-200-14358-565084,12/24/2014,12/31/2014,CA,97108,software engineer,31952,0
I-200-14064-056222,3/31/2014,4/4/2014,NJ,130624,business analyst,31961,0
I-200-12121-142633,5/1/2012,11/26/2012,CA,97079,software engineer,31967,0
A-14226-98153,8/14/2014,1/15/2015,ILLINOIS,150000,assistant professor,31976,0
I-200-15050-959133,2/24/2015,3/4/2015,NY,138000,software engineer,31985,0
I-200-15036-327324,2/16/2015,2/24/2015,NY,127000,software engineer,31991,0
I-200-13066-206070,3/7/2013,3/13/2013,PA,104000,business analyst,32000,0
I-200-14338-388558,12/10/2014,12/16/2014,NJ,97011.2,software engineer,32009,0
I-200-14232-007734,8/20/2014,8/26/2014,NJ,97011.2,software engineer,32015,0
I-200-15078-714881,3/19/2015,3/25/2015,NJ,98000,software engineer,32024,0
A-14311-23864,11/7/2014,5/8/2015,NEW JERSEY,97011,software engineer,32033,0
I-200-14288-190790,10/15/2014,10/21/2014,NJ,97011,software engineer,32039,0
I-200-14184-406339,7/3/2014,7/10/2014,NJ,97011,software engineer,32048,0
A-14262-08562,9/30/2014,2/24/2015,MASSACHUSETTS,97000,software engineer,32057,0
I-200-14344-178116,12/11/2014,12/17/2014,CT,107300,data analyst,32063,0
I-200-14356-687418,12/23/2014,12/30/2014,TN,96990,software engineer,32072,0
I-200-15025-234292,1/26/2015,1/30/2015,NC,109350,software engineer,32081,0
I-200-15005-474981,1/5/2015,1/9/2015,NC,96970,software engineer,32087,0
I-200-14303-560580,10/30/2014,2/27/2015,CA,130095,software engineer,32096,0
I-200-14286-646103,10/15/2014,10/21/2014,CA,100000,software engineer,32105,0
I-200-14120-505781,4/30/2014,5/5/2014,CA,108000,software engineer,32111,0
I-200-13231-130814,9/5/2013,9/13/2013,CA,96939,software engineer,32120,0
I-203-14290-641222,11/4/2014,11/10/2014,MA,120000,software engineer,32129,0
I-200-14290-570144,10/21/2014,10/27/2014,CA,110000,software engineer,32135,0
I-200-15083-279676,3/24/2015,3/30/2015,NJ,125000,software engineer,32144,0
I-200-12167-581221,6/25/2012,2/20/2014,CT,96866,software engineer,32153,0
I-200-14052-821015,2/21/2014,2/27/2014,CA,120000,business analyst,32159,0
I-200-13322-333536,11/19/2013,11/25/2013,CA,106500,software engineer,32168,0
I-200-14002-804320,1/2/2014,1/8/2014,CA,100000,business analyst,32177,0
A-13343-23135,12/26/2013,6/17/2015,CALIFORNIA,96845,software engineer,32183,0
I-200-14062-891453,3/3/2014,3/7/2014,CA,135000,software engineer,32192,0
I-200-14118-201169,4/28/2014,5/2/2014,CA,118171.2,software engineer,32201,0
I-200-14118-535996,4/28/2014,5/2/2014,CA,110500.08,software engineer,32207,0
I-200-14062-808406,3/3/2014,3/10/2014,CA,110250,software engineer,32216,0
I-200-14065-193121,3/6/2014,3/13/2014,CA,105000,software engineer,32225,0
I-200-14090-149012,3/31/2014,4/4/2014,CA,102752.16,software engineer,32231,0
I-200-13295-605914,10/22/2013,11/5/2013,CA,96803,software engineer,32240,0
I-200-13337-230734,12/3/2013,12/9/2013,CA,96803,software engineer,32249,0
I-200-13347-052009,12/13/2013,12/19/2013,CA,96803,software engineer,32255,0
I-200-14038-927044,2/7/2014,2/13/2014,CA,96803,software engineer,32264,0
I-200-15066-752008,3/16/2015,3/20/2015,CA,120000,software engineer,32273,0
I-200-12207-797255,7/30/2012,2/2/2015,MA,97000,software engineer,32279,0
I-200-12264-083466,9/26/2012,10/2/2012,MA,103230,software engineer,32288,0
I-200-12083-210368,3/23/2012,12/6/2012,WA,100000,software engineer,32297,0
I-200-11321-306879,11/17/2011,11/23/2011,WA,96720,software engineer,32303,0
I-200-14176-955670,7/10/2014,7/16/2014,PA,96702,software engineer,32312,0
I-202-13035-121719,2/22/2013,2/28/2013,CA,114982.4,business analyst,32321,0
I-200-12184-521662,11/12/2012,11/16/2012,CA,101000,business analyst,32329,0
I-200-13037-265134,2/6/2013,2/12/2013,CA,99318,software engineer,32339,0
A-14216-95125,8/12/2014,1/13/2015,CALIFORNIA,107000,data scientist,32349,0
I-200-14010-660316,1/14/2014,1/21/2014,CA,96675,software engineer,32355,0
I-200-12283-041517,10/9/2012,1/10/2013,NY,150000,assistant professor,32364,0
I-200-13210-479836,7/29/2013,3/25/2014,CA,115000,software engineer,32373,0
I-200-14142-696983,6/12/2014,6/18/2014,CA,110000,software engineer,32379,0
I-200-13193-866565,7/12/2013,1/3/2014,CA,101000,software engineer,32388,0
I-200-13205-121898,7/24/2013,7/30/2013,CA,97000,software engineer,32397,0
I-200-13211-228850,7/30/2013,8/5/2013,CA,96616,software engineer,32403,0
I-200-14064-278089,3/11/2014,3/17/2014,TX,96600,business analyst,32412,0
I-200-13030-468860,2/1/2013,5/28/2014,CA,115000,software engineer,32421,0
I-200-13035-840871,2/6/2013,2/12/2013,CA,115000,software engineer,32427,0
I-200-13018-176118,1/23/2013,1/29/2013,CA,112000,software engineer,32436,0
